neighbors
51226150
2293749
4998049
4107174
121803596
2268807
6162036
117961795
40521690
1947943
1400331366
1830422196
46621585
39808999
40459049
73251034
8403870
2177391781
2065175419
1393652488
50428567
1406285298
3016660
2370241
145213301
2197104
3975866
90678095
2158182997
6679062
1681128
52266974
1398161335
34228020
4455517
101612308
1515079184
49169113
35096678
10995115
144715823
143896366
152430565
1795982
6045741
4247404
1742101328
2598812
46189256
89526069
6623511
31988209
2059479266
6171811
6370031
49345185
35051370
1995022071
1789999
1764466
41209089
145790335
1720766048
145980949
2148770609
32279771
102279269
2178815
35966970
8366113
2414042
2090060943
2057513628
95789728
4589415
2696856
35272768
1422060596
80756850
12920691
6254744
2053935544
49613886
144579936
7764807
49124167
151390821
46934606
145521470
80506434
49347259
2196961210
2149203376
2114002102
145796053
3071730
4245614
2201680902
1758714
2144537435
2108878942
2111501406
2055473106
144705930
1389776412
150047802
1983135
145031580
2070661777
5674380
102370135
113734428
153725846
103345189
2074327305
145553756
1741283
144165120
102470532
1392082354
153878686
103215263
2069432691
3007239
2021039353
16205192
1583840076
35391293
2199890
143672434
2938830
15602006
50674146
153264505
2205721113
2150273414
1395056842
1771342
6878843
2189024284
49261472
118360987
2192710
83939411
1416353730
2224052
1704230
98788012
52021023
46814660
33117655
2029240505
2070556077
80980189
123892721
3461735
2145242715
2296440
2789818
73547986
2190282202
49902266
8441606
3328426
6130530
2119055703
2111457266
2164488
2107287540
1682824
144898548
52321085
4700887
152706950
144706540
1403434962
1417599906
1820897318
7403328
48346942
49793961
2307139
2067870821
113548453
2362651
5199064
48473597
83947038
46707013
8877278
144386722
41132886
8770324
2116465515
144948851
1411386475
2072042607
3588699
152810348
46594467
46181066
118403310
50296034
144902416
2184437
118962411
1858234169
9602006
4913350
49919900
1746182
35013741
145260032
1740882
2082464149
2559287
6104775
10073129
88801524
2268508
103112037
9036928
2148263121
8008128
97522137
3330526
30923812
3476559
3412779
4215191
25260681
2371631
2110126672
2053064625
69525358
1421239753
2075583094
143662042
144378428
40121637
143973672
152161357
49919885
2158453679
46594767
9917263
31921914
47982867
7976125
1500464243
13176515
2022515715
35007349
40941894
2052313045
1401290379
145345371
4762432
1957096
144356414
2142443949
100837420
108434665
15533787
2126782393
13412360
2059178132
1412965180
2116627914
147024131
4634593
143679562
12551147
4285403
2490248
7711390
144066371
32094640
101380308
10156321
122823783
48685110
47311103
2074227875
2171130795
104476549
103931809
2862178
47973922
46592826
2308054
50853628
72302357
104571375
80168626
50780388
114296274
8391894
144174680
145157410
1898570
96201935
1492114722
31784584
144915636
2771704
1968860
1896174217
2268555
145747787
47994616
15684204
35732778
30836025
1491232360
1405110159
21038653
40453441
7981163
2086593088
94861111
33875248
2111536517
2095245416
2091401903
16043867
2084789927
3798543
2449176
2060466979
5713287
2024232408
12879967
145497801
145168420
146210254
103836716
118780729
1772287
66804559
145854271
1411904751
5382425
48858634
3407619
2104636282
2118275131
2116629092
116454376
101987035
6029621
93644061
39562792
6488863
2054744575
48112534
2144551408
2198388546
8480528
50257540
4845435
5880366
134616059
2083421447
66634407
5184122
2155679896
51059870
72191490
50741320
152945685
144991339
2151332021
81998872
123509740
7789897
2173222636
2161455299
1685342
144557370
116521743
2110169931
1805319
15190436
2057398927
34642066
9910998
21561686
34864098
2084985016
2202144650
5368432
2085662766
2666111
2084474680
9635182
48970944
1786507
2006040
2108406647
113396551
2112442
26430660
2683022
5445127
5666028
1659078834
48634905
2169579231
1402993601
2177175575
144839608
1399139506
34652763
4002512
66175110
148438011
83972570
145136558
2138307026
134100082
87455384
2081067556
46331364
2130033234
1486175286
3922506
1410528145
2070356642
2104074337
1745337
2572127
3505739
8494914
1643311826
39783098
31643802
6373683
50337178
5530592
1403824133
1399872380
2520043
145547266
2065092456
29778162
31925165
1396087509
1756566
5548249
152361995
97935719
3772603
3304879
2113310709
108216472
2105973402
2118858577
40383961
4749687
118404344
2090164864
4205275
2149505734
145282946
2163709008
2056312928
74182773
2075159745
2788357
2231439
4648692
5129793
6099057
122823865
1788802
145523707
2325590
37883102
121142941
5424360
104411520
4500245
2108710760
39455562
1751008
6050004
152112063
1671246555
8487043
2296065
1728099
145603098
1981575
2749233
35290352
23622354
3018875
145147227
4759478
134768130
4500507
2069671161
3584977
70266719
46790822
46816152
102464437
103358637
12953966
1712542
88605956
5647343
2653387
2153099966
3001421
31811165
2064637461
2073379238
1474515809
2175344182
2106102988
4742871
143646679
153705646
2057093488
1718392
71681724
2131133033
143879277
1876268354
1861389
6736131
96584256
143607077
2028021614
2238512
1870892
31567697
4082830
39736485
2823688
11059786
1380562611
2144115274
1388184525
50536468
13553694
2246889
2095812112
2050741277
5911732
46780580
1422579253
52101249
27346640
143911112
3405525
4854131
47189036
3600917
4782034
20633320
153504695
46221569
2108741351
83653065
41329966
104139685
40440869
119819223
2095819353
1413965894
4004032
2107438059
2054112294
10707876
15296161
115839169
2065920394
46432152
144417468
108312596
1379563763
8207328
31326284
68985595
3164154
2107081669
3154478
3051097
69857630
2116879463
32511394
40664128
34212716
122739347
5635721
2077365235
2085910960
104433847
3543609
152955538
144102369
1404903081
2051587125
1481724234
32646792
143917717
144899016
2500175
34843097
49753558
4577057
2205790840
4200981
1500527909
49955115
39063636
2243968
1805698
74650780
3792304
9547743
3263864
2696361
32151341
73746886
49778016
144517919
2118417284
3217779
2928918
48112930
67107302
2110475883
11273887
2103957
1806736
2060863572
2022120
5709751
2107960065
93958802
143985209
51017879
47357917
1707592
3249653
2107847237
2064679165
2059774445
1562690054
67009184
6815932
47191997
92344570
6066130
12996913
46946756
4886650
145141302
1819145988
11648024
2110154622
9770761
144151768
2180428
2191062798
48575035
2185887300
1401971205
2117567805
48307524
104974526
48660821
29773517
1682750
3406898
6624471
1441049552
2606498
2351164
5788542
4655059
1869410
12623615
2145526560
1572884723
144131258
73703040
145493205
2093623878
46190115
2837095
2145784
2313606
2173913309
2159632445
122299646
1685978
7415193
144651424
145657116
39948674
2172608483
78234474
12395868
1907426
2515554
47769295
2000157528
2176095
48210706
97731433
2096271963
7021767
2146189
3772047
2008392
102070239
92701510
153787759
40664648
52146578
1703930
4715154
3929056
1748225
153764539
49822127
97275132
4966188
2184236837
47235027
2059681684
80117999
3286010
2148459201
40333421
2085408432
70440324
7853786
108435222
1960306
3113039
8303479
33224124
118539695
2806944
2108840269
1399711919
103794592
5110244
8517643
1724429
50266197
2113235943
48261314
2086538768
47558994
2037087298
69029125
2553930
2115210024
121386248
98225923
2054077003
1422500727
1394623519
1388712122
2107015139
152588925
1786977883
11799973
40573632
87080828
145743096
2108148965
3983715
143602985
119191340
5487355
3197051
120764654
37333256
34691940
3904466
2083652042
11758016
2225170
104103822
2056679356
1398844819
46715594
13248239
11795488
50463819
2225343
48010808
102757646
102997881
50209318
5550641
1380255001
1836921
1484874106
71198599
32519464
4220199
72671067
144482423
101477724
46427528
6307613
102923373
46391505
46853620
50328490
4875435
118582792
4668249
104227323
3025976
2115397918
102380499
48560907
2138905
6783266
3439407
2192249673
2064090389
2567327
46725379
2110281905
144162019
2048158342
48683298
2110485595
40122045
47453813
3004898
49056653
3599519
1399673391
1892876
1880212
144051880
32174562
119429246
2142427068
8433776
145043214
1749201019
101395664
31402433
119075715
46332221
117160486
1402383926
1665842014
2112679088
1701876
6965040
72459301
33089766
1872307
87624309
1452981772
1409985818
1825703007
118228583
3544883
3683860
12635085
23973822
12527530
69014714
1420094422
2134241921
40093798
50775315
1423345962
2053272
101678492
81609030
40453410
2158443906
1880855
46528626
145024112
107968433
8626264
47827007
2727480
4881467
1695657
34796546
4445752
6417685
4886512
88120545
41202960
2157932562
1792014
7571810
16025648
2055938290
144463004
6220844
2056851009
46283267
102373922
6669620
70656263
114065818
153021896
2096551697
4194897
1900954533
51115712
47435841
1399042293
66804667
143792378
2513121
3515914
15939829
3359291
119799145
